Date,Open,High,Low,Close,Adj Close,Volume,Name
01 January 2018,936.5,940.099976,925.049988,928.5,890.24707,83306,HDFCBANK
02 January 2018,928.549988,937.625,928.549988,936.349976,897.773682,90374,HDFCBANK
03 January 2018,937,938.674988,925.349976,926.325012,888.161743,88928,HDFCBANK
04 January 2018,929,933.049988,927.5,928.650024,890.390991,46494,HDFCBANK
05 January 2018,929.5,934.299988,916.474976,930.224976,891.901001,213516,HDFCBANK
08 January 2018,932.5,935.325012,928.549988,929.849976,891.541443,65730,HDFCBANK
09 January 2018,936,936,927.825012,931.775024,893.387085,56484,HDFCBANK
10 January 2018,932.5,934.575012,929.125,931.25,892.883789,66420,HDFCBANK
11 January 2018,930,937.5,928.525024,935.049988,896.527222,68722,HDFCBANK
12 January 2018,933.275024,939.200012,930.150024,932.825012,894.39386,108654,HDFCBANK
15 January 2018,932.5,950.474976,930.5,947.325012,908.296448,196818,HDFCBANK
16 January 2018,948.625,954.900024,945,951.849976,912.635071,194698,HDFCBANK
17 January 2018,950,951.125,943.200012,945.549988,906.594666,96932,HDFCBANK
18 January 2018,960,976.875,959.275024,965.900024,926.106262,391832,HDFCBANK
19 January 2018,967.5,979.900024,959.924988,975.599976,935.406555,266986,HDFCBANK
22 January 2018,980,993,978,981.900024,941.447083,789062,HDFCBANK
23 January 2018,980,982.349976,972.049988,975.650024,935.45459,1454380,HDFCBANK
24 January 2018,982.200012,984.950012,972.125,979.849976,939.481506,580318,HDFCBANK
25 January 2018,980,989.474976,972.724976,985.125,944.539124,199936,HDFCBANK
29 January 2018,987.5,1003.5,987.5,999.775024,958.585632,196060,HDFCBANK
30 January 2018,1000,1002.5,992.5,999.424988,958.25,192014,HDFCBANK
31 January 2018,995,1005.950012,995,1003.174988,961.845581,428856,HDFCBANK
01 February 2018,1003.5,1007,993.049988,996.125,955.085999,158326,HDFCBANK
02 February 2018,992.5,992.5,969,974.400024,934.256042,154958,HDFCBANK
05 February 2018,965,966.849976,950,956.974976,917.54895,105138,HDFCBANK
06 February 2018,936.849976,955.5,918.5,948.724976,909.638855,436150,HDFCBANK
07 February 2018,952.5,967.5,930,935.700012,897.150452,318130,HDFCBANK
08 February 2018,940,949.424988,933.625,940.025024,901.297241,143810,HDFCBANK
09 February 2018,927.5,932.474976,923,926.299988,888.137756,197138,HDFCBANK
12 February 2018,930,941.799988,929.724976,938.275024,899.619385,169132,HDFCBANK
14 February 2018,940.625,948.974976,938.325012,942.174988,903.358643,101756,HDFCBANK
15 February 2018,940.650024,947.224976,937.674988,940.625,901.872498,109030,HDFCBANK
16 February 2018,942,947,938.025024,939.875,901.153442,79324,HDFCBANK
19 February 2018,940.625,943,929.325012,937.375,898.756409,55440,HDFCBANK
20 February 2018,943.5,943.5,929.450012,931.849976,893.459045,88036,HDFCBANK
21 February 2018,932.5,937.5,926.650024,929.674988,891.373657,99968,HDFCBANK
22 February 2018,926.799988,929.599976,921,927.474976,889.264282,113928,HDFCBANK
23 February 2018,928,941.424988,926.674988,939.900024,901.177368,98628,HDFCBANK
26 February 2018,944,960,942.099976,954.974976,915.631348,140488,HDFCBANK
27 February 2018,956.025024,961.25,947.075012,952.125,912.898743,169762,HDFCBANK
28 February 2018,946.900024,947,939.375,941.900024,903.094971,69394,HDFCBANK
01 March 2018,937.5,946.974976,936,938.875,900.19458,51088,HDFCBANK
05 March 2018,937.5,937.825012,930,936.025024,897.462036,63420,HDFCBANK
06 March 2018,937.5,939.625,921.5,925.974976,887.82605,80660,HDFCBANK
07 March 2018,922.5,926,915,917.224976,879.436584,100994,HDFCBANK
08 March 2018,929.974976,929.974976,916.549988,925.724976,887.586365,1289760,HDFCBANK
09 March 2018,927.5,931.825012,923,926.599976,888.425354,109146,HDFCBANK
12 March 2018,927.700012,934.625,927.5,933.349976,894.897217,149916,HDFCBANK
13 March 2018,929.650024,942.724976,928,929.950012,891.637268,107128,HDFCBANK
14 March 2018,925.075012,939.849976,925,932.674988,894.25,63642,HDFCBANK
15 March 2018,932.5,944.125,932.5,940.049988,901.321228,157834,HDFCBANK
16 March 2018,949.424988,949.424988,925.474976,928.75,890.486755,413768,HDFCBANK
19 March 2018,929.950012,930.099976,923.200012,924.825012,886.72345,177858,HDFCBANK
20 March 2018,920,927.450012,918.049988,919.599976,881.713745,78832,HDFCBANK
21 March 2018,927.5,931.775024,922.599976,928.825012,890.558777,208728,HDFCBANK
22 March 2018,931.400024,940.224976,927.525024,934.150024,895.664307,164358,HDFCBANK
23 March 2018,927.5,927.5,918,919.799988,881.905518,278164,HDFCBANK
26 March 2018,920.5,955.150024,917.299988,946.575012,907.577454,223768,HDFCBANK
27 March 2018,945,950,937.900024,946.599976,907.601318,170260,HDFCBANK
28 March 2018,944.924988,950.5,938.75,945.724976,906.762451,166424,HDFCBANK
02 April 2018,946,967.25,946,965.224976,925.459045,132848,HDFCBANK
03 April 2018,962.5,962.5,955.900024,958.049988,918.579651,86910,HDFCBANK
04 April 2018,958.75,962.549988,940.125,942.400024,903.574463,222644,HDFCBANK
05 April 2018,954.974976,957,946.224976,953.849976,914.552612,103070,HDFCBANK
06 April 2018,955.5,963.025024,953.299988,961.349976,921.743652,85546,HDFCBANK
09 April 2018,961.25,970.599976,959.575012,969.25,929.318237,97770,HDFCBANK
10 April 2018,975,975,957.075012,959.549988,920.017883,96168,HDFCBANK
11 April 2018,961,961,952.424988,958.125,918.651489,41656,HDFCBANK
12 April 2018,962.450012,965,952.724976,963.150024,923.469604,64042,HDFCBANK
13 April 2018,963.5,969.424988,960,964.025024,924.308411,69908,HDFCBANK
16 April 2018,961.950012,974.474976,961.174988,969.325012,929.390198,68522,HDFCBANK
17 April 2018,970,977.5,967.5,973.700012,933.5849,57386,HDFCBANK
18 April 2018,974.5,976.700012,966.5,968.525024,928.623108,51026,HDFCBANK
19 April 2018,969,972.5,967.049988,970.974976,930.972229,58042,HDFCBANK
20 April 2018,971,983.950012,966.424988,980.474976,940.080688,148440,HDFCBANK
23 April 2018,992,992,947.424988,966.525024,926.705444,487368,HDFCBANK
24 April 2018,969.349976,974.299988,963.5,968,928.11969,130444,HDFCBANK
25 April 2018,967.5,969.349976,957.125,958.599976,919.106995,108430,HDFCBANK
26 April 2018,960,968.724976,956.525024,965.150024,925.387207,65964,HDFCBANK
27 April 2018,963,967.375,956,961.424988,921.815552,594722,HDFCBANK
30 April 2018,964.5,977.474976,964.25,972.299988,932.242615,140918,HDFCBANK
02 May 2018,974.174988,989.349976,973.650024,985.174988,944.587097,186288,HDFCBANK
03 May 2018,982.5,987.450012,973.650024,983.775024,943.244812,104604,HDFCBANK
04 May 2018,983.5,994.974976,983.5,993.924988,952.976563,99364,HDFCBANK
07 May 2018,992.25,993.924988,987,989.875,949.093445,535786,HDFCBANK
08 May 2018,989.5,989.5,977.5,983.299988,942.789368,129714,HDFCBANK
09 May 2018,982.5,991,979.075012,989.5,948.733948,105998,HDFCBANK
10 May 2018,995,999.150024,991.799988,994.849976,953.863464,111074,HDFCBANK
11 May 2018,995,1007.974976,992.549988,1005.325012,963.906982,188738,HDFCBANK
14 May 2018,1008.5,1013.349976,1006.349976,1010.599976,968.964661,119888,HDFCBANK
15 May 2018,1010.674988,1032.449951,1010.5,1019.599976,977.593811,840920,HDFCBANK
16 May 2018,1017.5,1023.825012,1009.025024,1012.224976,970.522705,149192,HDFCBANK
17 May 2018,1013.924988,1020.5,1006.525024,1013.700012,971.936951,78974,HDFCBANK
18 May 2018,1014,1014,1002.5,1006.450012,964.985596,229856,HDFCBANK
21 May 2018,1002.375,1010.950012,993.025024,995.950012,954.918274,69054,HDFCBANK
22 May 2018,999.5,1007.275024,994,995.575012,954.558655,59474,HDFCBANK
23 May 2018,992.5,995,980.5,983.474976,942.957092,87174,HDFCBANK
24 May 2018,983.5,995,978.5,992.950012,952.041809,674880,HDFCBANK
25 May 2018,998.950012,1008.25,995,1005.825012,964.386414,127830,HDFCBANK
28 May 2018,1007.5,1025.675049,1005,1021.150024,979.080017,136030,HDFCBANK
29 May 2018,1021.150024,1025.125,1015,1016.375,974.501648,61538,HDFCBANK
30 May 2018,1015,1027.5,1010.150024,1023.424988,981.261292,79812,HDFCBANK
31 May 2018,1050.025024,1075,1040.75,1068.074951,1030.61731,569634,HDFCBANK
01 June 2018,1062,1067.849976,1050.324951,1054.775024,1017.783875,588206,HDFCBANK
04 June 2018,1077.099976,1085.025024,1019.200012,1023.275024,987.388611,1449408,HDFCBANK
05 June 2018,1025,1034,1012.5,1030.275024,994.143066,276050,HDFCBANK
06 June 2018,1029.5,1053.675049,1023.25,1029.574951,993.46759,288402,HDFCBANK
07 June 2018,1032.5,1039.75,1026.949951,1032.425049,996.217712,120982,HDFCBANK
08 June 2018,1025.275024,1030,1018.5,1025.050049,989.101379,121348,HDFCBANK
11 June 2018,1026,1031.175049,1020.049988,1022.575012,986.713135,89586,HDFCBANK
12 June 2018,1024,1026.25,1019.525024,1022.375,986.520142,84018,HDFCBANK
13 June 2018,1022.5,1027.449951,1013.5,1017.625,981.936768,144314,HDFCBANK
14 June 2018,1019,1022.5,1015,1018.575012,982.853455,158246,HDFCBANK
15 June 2018,1020.400024,1020.400024,1010.450012,1015.349976,979.741455,77036,HDFCBANK
18 June 2018,1017.849976,1018.75,1004.875,1010.674988,975.230469,132586,HDFCBANK
19 June 2018,1011.025024,1019.950012,1009.849976,1012.700012,977.184509,103646,HDFCBANK
20 June 2018,1014.5,1029.349976,1012.375,1027.849976,991.803101,383154,HDFCBANK
21 June 2018,1033.5,1035.5,1024.599976,1028.349976,992.285645,205510,HDFCBANK
22 June 2018,1030,1043.849976,1024.849976,1040.900024,1004.395508,144306,HDFCBANK
25 June 2018,1042.5,1048.5,1037.150024,1046.974976,1010.257385,113510,HDFCBANK
26 June 2018,1038,1051.849976,1038,1046.525024,1009.823181,141618,HDFCBANK
27 June 2018,1042.800049,1059,1042.800049,1055.824951,1018.796997,151174,HDFCBANK
28 June 2018,1056.5,1070,1056.224976,1066.449951,1029.049316,124762,HDFCBANK
29 June 2018,1063.949951,1069.474976,1052.525024,1054.025024,1017.060181,87380,HDFCBANK
02 July 2018,1043.125,1056.675049,1032.5,1036.599976,1000.246216,152910,HDFCBANK
03 July 2018,1040,1042,1032.949951,1035.224976,998.919556,91930,HDFCBANK
04 July 2018,1035.275024,1054.550049,1035,1051.5,1014.62384,106056,HDFCBANK
05 July 2018,1051.625,1064.474976,1046.150024,1061.675049,1024.441895,100240,HDFCBANK
06 July 2018,1054.5,1067.25,1051,1057.025024,1019.955017,78798,HDFCBANK
09 July 2018,1058.25,1064.974976,1054.375,1060.650024,1023.45282,447382,HDFCBANK
10 July 2018,1063.025024,1075,1062.900024,1073.550049,1035.900391,94444,HDFCBANK
11 July 2018,1071.625,1077.5,1067.5,1073.275024,1035.63501,78690,HDFCBANK
12 July 2018,1074.025024,1089.550049,1074.025024,1082.599976,1044.633057,159942,HDFCBANK
13 July 2018,1085,1094.625,1080.75,1090.349976,1052.111328,115808,HDFCBANK
16 July 2018,1090,1094.775024,1081.900024,1084.675049,1046.635376,91104,HDFCBANK
17 July 2018,1083.974976,1090.625,1082.5,1088.349976,1050.181396,84218,HDFCBANK
18 July 2018,1090.800049,1109.525024,1086.949951,1088.025024,1049.86792,258064,HDFCBANK
19 July 2018,1098.849976,1098.849976,1085.525024,1092.849976,1054.52356,89014,HDFCBANK
20 July 2018,1094.5,1101.275024,1085.599976,1095.050049,1056.646484,120812,HDFCBANK
23 July 2018,1078.5,1088.849976,1069.974976,1078.875,1041.038696,246844,HDFCBANK
24 July 2018,1077.525024,1084.875,1075,1080.300049,1042.413818,142234,HDFCBANK
25 July 2018,1080.050049,1088.400024,1080.050049,1086.849976,1048.734009,97842,HDFCBANK
26 July 2018,1086.525024,1099,1085,1094.675049,1056.284546,91324,HDFCBANK
27 July 2018,1102.949951,1106.25,1092.974976,1101.699951,1063.063232,111658,HDFCBANK
30 July 2018,1102.074951,1102.074951,1081.574951,1086.125,1048.034424,128820,HDFCBANK
31 July 2018,1085,1093.949951,1076,1090.525024,1052.280151,140196,HDFCBANK
01 August 2018,1089.5,1089.5,1075.5,1078.675049,1040.845825,93950,HDFCBANK
02 August 2018,1079.900024,1079.900024,1060.775024,1064.625,1027.288452,109776,HDFCBANK
03 August 2018,1065.125,1073.150024,1057.525024,1060.5,1023.308044,187302,HDFCBANK
06 August 2018,1062.449951,1068.5,1053.599976,1057.599976,1020.509888,827982,HDFCBANK
07 August 2018,1064.5,1068.949951,1054.5,1066.074951,1028.687378,90900,HDFCBANK
08 August 2018,1066.099976,1075,1066.099976,1068.425049,1030.955078,97432,HDFCBANK
09 August 2018,1070,1072.349976,1049.25,1059.324951,1022.174255,214524,HDFCBANK
10 August 2018,1059,1062.525024,1050,1057.5,1020.41333,87148,HDFCBANK
13 August 2018,1037.5,1050.925049,1037.5,1045.324951,1008.665344,147776,HDFCBANK
14 August 2018,1052.400024,1052.400024,1043.699951,1044.574951,1007.941589,94878,HDFCBANK
16 August 2018,1044,1044,1033.199951,1037.800049,1001.404175,138714,HDFCBANK
17 August 2018,1042.425049,1046.25,1035.849976,1038.625,1002.200317,83472,HDFCBANK
20 August 2018,1040,1053.5,1040,1048.550049,1011.777283,115886,HDFCBANK
21 August 2018,1050,1055.949951,1046.550049,1047.425049,1010.691711,118548,HDFCBANK
23 August 2018,1049.025024,1053.775024,1039,1040.699951,1004.202454,124304,HDFCBANK
24 August 2018,1039,1046.150024,1033.275024,1035.275024,998.967712,113190,HDFCBANK
27 August 2018,1057,1057,1035.5,1039.875,1003.406555,126630,HDFCBANK
28 August 2018,1041.025024,1050,1039.5,1048.449951,1011.680664,100204,HDFCBANK
29 August 2018,1048.5,1048.525024,1036.25,1039.224976,1002.779175,189518,HDFCBANK
30 August 2018,1039.224976,1043.474976,1030,1033.574951,997.327271,322854,HDFCBANK
31 August 2018,1032.5,1038.875,1027.5,1031.125,994.963257,118386,HDFCBANK
03 September 2018,1033.5,1039.324951,1031.900024,1037.150024,1000.776978,76064,HDFCBANK
04 September 2018,1040,1040,1024.099976,1026,990.018066,92654,HDFCBANK
05 September 2018,1025.050049,1030.199951,1017.724976,1022.075012,986.230713,114508,HDFCBANK
